gene_id,POC-201-TP1,POC-201-TP2,POC-219-TP1,POC-219-TP2,POC-219-TP3,POC-219-TP4,POC-222-TP1,POC-222-TP3,POC-222-TP4,POC-255-TP1,POC-255-TP2,POC-255-TP3,POC-259-TP1,POC-259-TP2,POC-40-TP1,POC-40-TP2,POC-40-TP3,POC-40-TP4,POC-42-TP2,POC-42-TP4,POC-52-TP1,POC-52-TP2,POC-52-TP3,POC-52-TP4,POC-53-TP1,POC-53-TP2,POC-53-TP3,POC-53-TP4,POC-57-TP1,POC-57-TP2,POC-57-TP3,POC-57-TP4
"('OG_04799', 'Pocillopora_meandrina_HIv1___TS.g18265.t1b')",604,616,430,322,48,324,1533,847,433,858,421,106,592,764,734,659,669,764,1006,136,0,975,425,654,541,568,550,417,557,307,891,698
"('OG_05121', 'Pocillopora_meandrina_HIv1___TS.g17098.t2')",8871,7551,8538,5714,1240,5077,10878,15739,7326,7048,5959,3901,4763,7807,4121,6522,7342,7046,8431,3491,481,6903,6554,9626,6154,5980,11208,8461,6824,3309,8935,10442
"('OG_14674', 'Pocillopora_meandrina_HIv1___TS.g17142.t1')",816,295,323,187,17,191,349,339,99,545,281,26,148,301,157,181,266,307,258,69,0,154,202,575,241,144,354,197,166,92,326,301
"('OG_05250', 'Pocillopora_meandrina_HIv1___RNAseq.g17597.t1')",11,1,1,0,0,0,0,3,0,0,0,0,7,9,0,3,3,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0
"('OG_16707', 'Pocillopora_meandrina_HIv1___RNAseq.g17598.t1')",120,65,144,148,44,73,62,371,52,42,133,29,28,139,179,14,98,0,18,23,29,121,21,576,158,72,231,38,120,32,205,90
"('OG_18159', 'Pocillopora_meandrina_HIv1___RNAseq.g17646.t1')",17,27,17,10,1,20,127,98,99,23,21,9,12,11,386,422,238,253,33,12,5,23,19,25,41,87,35,41,20,29,13,109
"('OG_05228', 'Pocillopora_meandrina_HIv1___RNAseq.g17817.t2')",0,10,0,0,0,14,11,0,0,0,0,3,6,0,0,0,9,0,0,0,0,0,2,6,7,0,7,2,4,3,2,210
"('OG_05087', 'Pocillopora_meandrina_HIv1___RNAseq.g17837.t1')",847,790,1147,228,92,364,1292,1556,891,1137,565,151,172,542,521,434,909,668,218,56,17,114,386,590,972,580,890,507,984,170,1341,576
"('OG_14066', 'Pocillopora_meandrina_HIv1___TS.g17404.t1a')",84,215,151,65,2,6,47,193,19,6,64,22,93,216,18,20,88,5,13,0,20,21,100,348,553,245,389,27,86,15,194,29
"('OG_02186', 'Pocillopora_meandrina_HIv1___RNAseq.g14661.t1')",39,151,72,15,0,52,16,26,58,25,22,2,34,36,65,0,149,51,68,75,0,33,177,80,106,68,37,8,28,41,28,95
"('OG_02184', 'Pocillopora_meandrina_HIv1___RNAseq.g14737.t1')",574,977,739,442,65,221,1315,1588,354,1017,715,460,758,1046,286,318,935,410,483,176,18,325,644,1300,977,381,1336,173,541,155,1321,235
"('OG_02176', 'Pocillopora_meandrina_HIv1___TS.g3901.t1')",1112,407,410,314,13,128,907,472,174,803,407,154,331,361,197,191,563,336,222,154,24,106,353,523,624,259,714,96,478,113,562,156
"('OG_09796', 'Pocillopora_meandrina_HIv1___RNAseq.g16849.t1b')",471,817,871,461,129,628,562,1929,462,1503,648,685,420,644,706,1138,452,1423,864,926,30,917,357,299,639,665,1096,1138,254,1111,620,1439
"('OG_08077', 'Pocillopora_meandrina_HIv1___TS.g3256.t1')",146,97,172,38,12,130,201,143,115,85,164,101,190,268,121,98,239,167,103,39,0,77,124,149,122,66,150,79,100,132,169,160
"('OG_08083', 'Pocillopora_meandrina_HIv1___RNAseq.g11929.t1')",1084,549,365,384,14,306,501,774,334,144,477,139,612,1124,263,135,1420,192,187,66,0,231,491,742,761,484,685,31,941,317,1184,307
"('OG_08096', 'Pocillopora_meandrina_HIv1___RNAseq.g11959.t1')",2391,1191,1314,972,234,1374,2675,1420,855,6036,1047,534,800,680,1901,1611,903,2392,1420,2112,75,1170,1002,1725,1318,1322,1435,2140,1020,963,936,2935
"('OG_08143', 'Pocillopora_meandrina_HIv1___TS.g3371.t1')",1204,717,1206,282,19,316,1262,1110,555,342,530,197,1067,1324,762,408,1978,840,579,248,0,413,763,1008,565,441,1016,98,345,661,1335,1186
"('OG_15208', 'Pocillopora_meandrina_HIv1___RNAseq.g12033.t1')",1891,1011,1327,458,51,450,1775,1428,634,503,865,194,1532,2212,1179,642,2697,1228,1135,326,0,717,1156,1608,899,608,1573,153,669,914,1926,1303
"('OG_08144', 'Pocillopora_meandrina_HIv1___RNAseq.g12035.t1')",692,308,278,158,0,54,673,375,165,206,333,53,497,536,340,160,766,340,269,60,13,187,289,463,299,256,588,31,229,193,785,505
"('OG_08145', 'Pocillopora_meandrina_HIv1___TS.g3385.t1')",723,238,740,306,18,468,355,323,336,86,255,87,337,491,198,128,716,99,169,25,0,163,148,385,332,219,445,112,368,227,486,474
"('OG_16539', 'Pocillopora_meandrina_HIv1___RNAseq.g12145.t1')",47,69,183,91,41,231,12,3,0,231,308,149,16,41,86,145,91,39,272,196,14,161,141,166,99,25,167,34,8,51,40,44
"('OG_07772', 'Pocillopora_meandrina_HIv1___RNAseq.g12158.t1')",62,107,123,61,0,24,37,83,65,37,30,49,124,75,31,12,81,15,15,14,0,18,39,56,60,28,122,40,39,73,103,40
"('OG_06152', 'Pocillopora_meandrina_HIv1___RNAseq.g13864.t1')",8506,7409,8468,7122,1063,5800,23042,9509,6644,17548,8634,3160,10130,8251,14801,12223,9566,12382,14564,1330,1178,8555,5751,6606,8114,11082,7998,4873,9354,9143,9536,13095
"('OG_06119', 'Pocillopora_meandrina_HIv1___TS.g11653.t1')",8142,7052,10296,7330,3004,9516,19852,9065,8737,11735,8653,7029,8396,6837,10655,9768,8332,9317,13506,3875,5035,7017,5424,5650,7289,9319,7157,6672,9321,10508,9202,12820
"('OG_16879', 'Pocillopora_meandrina_HIv1___RNAseq.g13989.t1')",8,9,0,0,0,7,7,1,0,6,12,0,5,3,14,23,8,9,22,0,0,11,0,3,0,0,5,6,10,7,2,18
"('OG_06158', 'Pocillopora_meandrina_HIv1___RNAseq.g14073.t1')",35,499,127,270,30,40,62,133,41,355,22,32,307,127,23,472,41,207,366,173,10,893,683,196,120,333,88,248,68,124,58,153
"('OG_15815', 'Pocillopora_meandrina_HIv1___RNAseq.g14189.t1')",110,122,74,52,2,14,146,244,83,190,134,23,501,750,262,172,252,108,182,9,16,135,129,133,253,207,215,19,135,31,195,122
"('OG_16747', 'Pocillopora_meandrina_HIv1___RNAseq.g777.t1')",11588,6000,13572,5700,2990,10743,2116,21910,12306,1415,5108,12459,6520,8025,3803,4967,13566,2874,4565,3628,1465,7029,8809,14922,5897,4740,12040,6854,8190,2314,15836,8381
"('OG_13910', 'Pocillopora_meandrina_HIv1___RNAseq.g778.t1')",43720,21587,47782,22268,13789,44676,5779,91502,47076,5685,23214,38202,20073,27429,17133,25883,53828,11324,17916,12770,6009,31707,41461,74931,26223,25465,54815,35560,33023,7330,66600,40812
"('OG_08793', 'Pocillopora_meandrina_HIv1___RNAseq.g816.t1')",333,8,130,54,59,53,47,26,52,392,112,40,52,25,62,418,89,252,285,115,7,501,250,440,315,248,296,332,111,16,166,305
"('OG_08768', 'Pocillopora_meandrina_HIv1___RNAseq.g843.t1')",189,50,75,26,0,30,147,50,41,75,0,0,91,87,138,81,110,137,123,61,0,74,52,117,76,55,96,75,95,24,104,307
"('OG_17012', 'Pocillopora_meandrina_HIv1___RNAseq.g863.t1')",7,16,17,41,0,29,199,189,31,50,28,11,45,74,27,13,21,21,96,0,0,0,17,22,6,7,15,0,0,0,13,0
"('OG_08849', 'Pocillopora_meandrina_HIv1___TS.g5429.t1')",935,105,183,82,0,165,234,180,354,46,176,12,174,302,196,50,744,115,88,28,0,49,74,325,142,101,254,52,324,203,303,389
"('OG_08856', 'Pocillopora_meandrina_HIv1___RNAseq.g907.t1')",492,1056,872,522,35,97,3329,1568,227,1454,515,228,901,1043,291,240,662,654,764,38,4,310,764,1110,850,396,1277,75,476,145,1320,138
"('OG_15303', 'Pocillopora_meandrina_HIv1___TS.g5438.t1')",4083,2179,5859,2413,1667,5114,2791,4294,4256,1569,2970,4217,3079,2600,2032,1484,4492,1759,1618,1845,2553,1175,1939,2202,2214,1927,2834,2222,2295,2660,3202,3533
"('OG_08842', 'Pocillopora_meandrina_HIv1___RNAseq.g945.t1')",6765,2729,1910,1316,156,2562,19666,1252,1424,9137,2540,233,4473,2646,20332,21186,2913,23972,25912,2102,306,5030,1347,1956,892,4894,882,4728,3940,5041,2234,19971
"('OG_09024', 'Pocillopora_meandrina_HIv1___RNAseq.g972.t1')",1031,666,938,562,67,515,913,1156,580,389,814,412,1171,873,550,256,1126,437,434,81,131,195,621,1313,940,624,1118,321,726,345,1179,583
"('OG_09003', 'Pocillopora_meandrina_HIv1___RNAseq.g1036.t1')",571,558,466,469,33,333,510,594,328,302,509,344,396,622,471,432,1078,403,486,90,4,325,433,510,692,482,600,298,594,347,944,540
"('OG_09106', 'Pocillopora_meandrina_HIv1___TS.g5573.t1')",1239,233,215,227,60,237,695,604,474,690,351,126,354,284,404,674,1122,715,714,12,34,586,638,920,1099,604,698,154,758,238,1201,853
"('OG_08920', 'Pocillopora_meandrina_HIv1___RNAseq.g1090.t1')",394,508,381,188,70,193,799,784,321,1020,382,134,416,489,746,818,485,898,1174,64,95,819,424,834,429,477,723,569,581,280,577,760
"('OG_15312', 'Pocillopora_meandrina_HIv1___TS.g5628.t1')",85,184,109,150,23,55,108,127,52,83,150,146,88,110,105,55,329,82,40,7,0,31,85,108,169,67,157,28,37,40,79,43
"('OG_08914', 'Pocillopora_meandrina_HIv1___RNAseq.g1098.t1b')",16,32,33,38,2,13,27,36,13,15,43,33,27,29,10,12,56,16,11,1,0,7,6,15,47,7,30,15,0,9,31,10
"('OG_14793', 'Pocillopora_meandrina_HIv1___RNAseq.g10481.t2')",2913,527,169,646,25,706,4989,139,560,10975,1892,33,652,84,10842,10627,1105,11220,6575,374,0,5262,761,624,1190,5547,225,2005,4798,3155,794,1932
"('OG_14792', 'Pocillopora_meandrina_HIv1___RNAseq.g10480.t1')",6046,3246,1608,2703,341,856,1538,3081,1503,2530,3946,1015,3061,1734,4357,3200,2063,2466,4307,590,244,3476,3243,3231,4100,3814,4033,1349,3514,8257,3453,1780
"('OG_05874', 'Pocillopora_meandrina_HIv1___RNAseq.g10495.t1')",54559,12603,19939,29046,8217,6341,11945,30242,11377,20696,34841,13475,17639,14928,22489,13410,19322,13511,13380,3717,3392,14726,28030,26226,35918,12684,37342,10309,21116,12425,28667,7282
"('OG_05875', 'Pocillopora_meandrina_HIv1___RNAseq.g10496.t1')",18537,5472,7477,8550,1473,2393,5330,12961,4626,6459,11421,4206,8097,5706,8547,6677,7503,5957,4868,1590,821,6066,9096,12844,15410,5541,15064,3953,7903,4026,12088,3864
"('OG_14790', 'Pocillopora_meandrina_HIv1___TS.g13920.t1')",87592,16126,33763,44756,12843,9427,17077,52146,18911,30046,55857,21655,26972,20565,32632,20363,28339,18821,19835,5235,5808,23273,45509,48572,62208,23193,61250,16789,34973,19452,48118,11794
"('OG_06373', 'Pocillopora_meandrina_HIv1___RNAseq.g25600.t1')",435,159,142,56,13,114,403,209,68,61,113,90,349,480,51,13,452,98,66,8,51,71,149,387,225,73,302,34,98,35,274,52
"('OG_14156', 'Pocillopora_meandrina_HIv1___RNAseq.g25664.t1')",11,11,0,5,0,0,23,11,9,4,6,0,4,15,2,0,8,0,9,0,0,8,13,9,24,5,13,0,20,0,13,3
"('OG_02260', 'Pocillopora_meandrina_HIv1___TS.g9102.t1')",717,509,287,319,0,119,1034,680,211,367,408,172,660,664,256,147,678,249,319,16,22,164,478,757,759,280,833,24,321,149,868,114
"('OG_06384', 'Pocillopora_meandrina_HIv1___TS.g9087.t1')",2857,1729,1337,2350,64,527,289,1920,536,761,1424,210,1873,1408,955,895,1323,701,760,111,59,1732,2246,2440,2596,861,2037,435,1256,958,1652,1019
"('OG_13916', 'Pocillopora_meandrina_HIv1___TS.g9155.t1')",8,11,14,0,0,0,11,0,10,8,0,5,16,6,27,13,35,9,45,20,0,15,30,13,6,29,21,14,10,9,11,11
"('OG_06430', 'Pocillopora_meandrina_HIv1___RNAseq.g25776.t1')",2422,1176,1278,1119,541,1496,1488,2507,1643,1826,1702,698,994,1283,2001,2685,1497,2024,2790,580,111,3151,1567,2152,1307,2282,1380,2107,2429,1374,1995,3080
"('OG_08545', 'Pocillopora_meandrina_HIv1___RNAseq.g1314.t1')",4596,3641,4391,3680,314,1899,2563,7379,3355,1107,3664,1795,3703,5608,1601,1819,6394,1412,1720,275,191,2083,3617,6879,4165,2832,4890,1468,3479,1465,7134,2341
"('OG_08658', 'Pocillopora_meandrina_HIv1___RNAseq.g1409.t1')",913,1043,926,452,287,270,720,1503,370,456,497,342,724,1125,263,317,667,271,289,27,138,335,745,1136,576,487,1037,173,690,189,1089,198
"('OG_08528', 'Pocillopora_meandrina_HIv1___RNAseq.g1383.t1')",0,10,0,7,0,0,0,0,0,17,12,8,7,3,7,4,11,24,13,21,0,5,28,0,0,8,12,8,0,0,0,0
"('OG_17739', 'Pocillopora_meandrina_HIv1___TS.g22787.t1')",34,68,98,125,94,19,39,688,73,115,373,66,85,35,107,235,115,155,134,199,6,407,387,82,355,220,101,157,107,38,45,19
"('OG_08639', 'Pocillopora_meandrina_HIv1___RNAseq.g1463.t1')",18132,20592,13831,11396,1079,6515,18415,12810,5584,21553,13293,4498,13213,11333,13528,11616,8182,9963,13872,1779,153,12369,8460,14555,18188,28712,15216,5787,11169,8872,14754,10163
"('OG_08622', 'Pocillopora_meandrina_HIv1___RNAseq.g1513.t1')",2370,2166,1622,1507,231,1525,2662,3380,1961,3678,2672,821,1675,2130,1822,2141,2439,2198,1955,248,129,1766,1715,2819,1988,3104,2272,1236,2209,916,3040,3098
"('OG_17600', 'Pocillopora_meandrina_HIv1___RNAseq.g1609.t1')",77,253,173,37,22,84,283,102,59,194,438,24,109,208,78,246,157,152,432,157,0,312,70,105,372,234,358,76,55,140,123,241
"('OG_02012', 'Pocillopora_meandrina_HIv1___RNAseq.g29992.t1')",1626,145,203,139,35,220,219,424,525,382,538,46,154,328,506,1392,1335,759,1089,2,66,1094,570,1024,1138,1297,1086,265,1827,159,1498,2513
"('OG_17961', 'Pocillopora_meandrina_HIv1___TS.g22372.t1b')",19105,57859,22019,22075,12073,17907,19948,40815,17228,15279,35159,24759,17624,44147,20103,30802,23776,27833,34056,41631,5357,41724,41400,20386,21481,22119,27762,24521,20242,18117,23201,23006
"('OG_13877', 'Pocillopora_meandrina_HIv1___RNAseq.g30110.t1')",69,7,9,7,18,18,0,0,4,0,0,0,0,0,112,0,0,0,5,0,30,56,6,85,8,0,21,4,4,8,9,68
"('OG_01981', 'Pocillopora_meandrina_HIv1___RNAseq.g30114.t1')",518,452,763,1543,153,301,1146,1253,493,3986,1371,137,803,410,529,1384,348,1178,1728,369,49,2512,1689,914,1331,1754,653,1015,787,444,605,591
"('OG_06908', 'Pocillopora_meandrina_HIv1___RNAseq.g30203.t1')",286,69,210,51,0,98,134,125,112,27,79,10,153,296,64,41,329,161,58,30,0,51,80,183,85,61,146,15,95,167,206,199
"('OG_06922', 'Pocillopora_meandrina_HIv1___RNAseq.g30267.t1')",655,224,299,188,0,129,172,579,131,407,272,146,332,294,189,345,403,438,213,11,0,262,309,888,568,229,1114,155,244,41,753,402
"('OG_06655', 'Pocillopora_meandrina_HIv1___RNAseq.g30284.t1')",25,32,34,4,0,42,41,6,0,53,72,8,18,61,39,63,15,47,112,43,0,134,38,24,90,34,27,16,8,26,15,31
"('OG_17533', 'Pocillopora_meandrina_HIv1___RNAseq.27597_t')",197,94,94,25,0,56,97,150,101,18,101,52,82,228,24,28,305,121,73,33,0,66,53,215,68,29,127,14,70,69,158,106
"('OG_05010', 'Pocillopora_meandrina_HIv1___TS.g25340.t2b')",5,12,7,5,0,27,53,23,18,12,51,26,94,67,81,47,35,12,108,77,0,27,12,9,27,28,12,4,0,8,6,0
"('OG_04651', 'Pocillopora_meandrina_HIv1___RNAseq.g9310.t1')",469,1640,908,170,128,773,1847,736,101,1971,3922,234,843,1174,1249,2151,895,1275,3409,2376,0,2227,571,1060,3071,2197,2637,681,439,2216,579,1457
"('OG_05819', 'Pocillopora_meandrina_HIv1___RNAseq.g9346.t1')",208,83,183,61,9,76,86,106,134,23,246,40,262,301,101,28,495,81,66,0,0,76,83,331,250,133,262,43,214,132,340,184
"('OG_04756', 'Pocillopora_meandrina_HIv1___RNAseq.g9369.t1')",11,10,22,24,0,17,11,44,31,6,11,5,32,38,25,9,76,16,3,8,0,16,10,61,15,4,17,0,20,29,69,0
"('OG_14455', 'Pocillopora_meandrina_HIv1___RNAseq.g12666.t1')",1009,1279,414,465,60,647,559,1205,1758,831,659,100,604,684,1694,2152,755,1951,1967,188,75,1659,598,1363,2705,3328,1718,3498,1367,484,1075,5243
"('OG_06101', 'Pocillopora_meandrina_HIv1___RNAseq.g12667.t1')",6891,6626,761,993,110,1268,3341,4487,3180,4192,2204,369,1356,1395,3673,4813,1754,4465,6131,418,266,4902,2206,2618,15427,22134,11215,7635,2943,1426,2078,17395
"('OG_02220', 'Pocillopora_meandrina_HIv1___RNAseq.g12744.t1')",1664,1379,1103,943,86,443,2859,1564,799,1624,1101,291,1562,1598,759,719,1368,1045,673,167,33,554,1105,1558,1446,1094,1454,284,1148,466,1677,747
"('OG_16548', 'Pocillopora_meandrina_HIv1___RNAseq.g17098.t1')",98,382,337,215,28,34,135,545,57,32,202,84,403,377,28,18,211,8,59,0,57,78,238,638,440,129,727,0,97,21,510,71
"('OG_15761', 'Pocillopora_meandrina_HIv1___RNAseq.g17112.t1')",46,215,17,39,0,136,67,105,130,66,298,56,64,83,64,91,203,75,17,14,0,32,75,95,89,424,253,38,61,16,125,44
"('OG_06592', 'Pocillopora_meandrina_HIv1___RNAseq.g17204.t1')",1057,474,172,288,135,202,1126,1051,221,2235,756,47,404,598,2204,3311,1094,3758,1769,84,22,888,352,619,985,2438,608,535,717,148,949,1337
"('OG_06599', 'Pocillopora_meandrina_HIv1___RNAseq.g17212.t1')",2016,932,597,850,111,425,2341,2200,645,2506,1722,133,714,1330,2556,3156,2383,3357,2508,78,96,1987,1355,2392,2991,2334,1624,514,2095,383,3409,1365
"('OG_06610', 'Pocillopora_meandrina_HIv1___RNAseq.g17234.t1')",669,851,407,505,31,263,891,765,150,712,511,192,468,703,356,351,452,520,485,37,27,247,536,802,676,342,801,165,656,150,844,356
"('OG_06616', 'Pocillopora_meandrina_HIv1___RNAseq.g17328.t1a')",87,57,43,71,0,16,47,120,14,62,76,0,70,123,4,5,58,13,13,18,7,22,27,138,97,38,122,4,42,17,111,7
"('OG_17015', 'Pocillopora_meandrina_HIv1___RNAseq.g17304.t1')",68,176,68,161,21,46,53,90,15,13,167,31,120,115,122,154,241,54,45,5,0,26,77,94,116,77,104,1,51,19,115,9
"('OG_06607', 'Pocillopora_meandrina_HIv1___RNAseq.g17316.t1')",166,163,181,60,4,44,168,294,47,90,100,83,159,163,57,42,182,43,55,28,0,62,173,249,72,74,226,90,112,34,227,105
"('OG_16000', 'Pocillopora_meandrina_HIv1___RNAseq.g20694.t1')",97,43,70,123,56,61,125,158,92,277,179,95,159,93,223,103,74,237,46,36,0,164,193,107,107,190,42,86,81,50,54,45
"('OG_14901', 'Pocillopora_meandrina_HIv1___RNAseq.g20739.t1')",396,543,366,186,27,166,252,858,313,104,231,164,203,530,264,224,459,194,167,187,0,197,326,529,427,200,838,388,524,198,564,380
"('OG_04467', 'Pocillopora_meandrina_HIv1___RNAseq.g20865.t1')",33,47,110,28,0,46,39,61,60,26,86,31,105,140,31,21,136,79,14,19,0,27,35,145,48,19,53,0,43,23,51,11
"('OG_16279', 'Pocillopora_meandrina_HIv1___RNAseq.g29715.t1')",0,15,0,0,0,6,5,0,0,0,0,0,0,0,30,38,0,58,14,37,0,0,0,0,0,0,0,0,0,0,0,0
"('OG_16489', 'Pocillopora_meandrina_HIv1___RNAseq.g29943.t1')",861,541,391,465,94,284,1241,706,337,610,443,179,403,372,376,483,508,401,234,13,55,501,577,802,344,379,315,73,264,182,292,325
"('OG_01568', 'Pocillopora_meandrina_HIv1___RNAseq.g3959.t1')",15,33,24,7,4,9,19,51,25,12,13,13,32,51,42,38,39,12,58,0,0,12,18,35,23,20,58,6,52,19,89,16
"('OG_02316', 'Pocillopora_meandrina_HIv1___RNAseq.g3972.t1')",1286,871,861,481,79,179,488,1371,360,166,354,71,739,1106,274,434,722,194,433,9,96,463,924,1402,611,441,782,131,752,124,1248,256
"('OG_02317', 'Pocillopora_meandrina_HIv1___TS.g30016.t1')",9322,17679,11464,11568,2463,2418,1186,17515,4344,1249,5783,4608,13545,12128,3893,4593,7228,1251,2724,339,2366,5584,18159,15041,10655,9851,9194,2426,11332,4160,19514,1447
"('OG_15907', 'Pocillopora_meandrina_HIv1___RNAseq.g4018.t2')",688,492,0,0,0,0,241,203,241,0,0,0,0,0,0,76,0,0,92,12,0,57,38,71,223,122,255,199,44,74,50,240
"('OG_02358', 'Pocillopora_meandrina_HIv1___RNAseq.g4042.t1')",1256,1260,1027,775,138,526,1061,1785,560,245,877,494,1117,1088,734,434,1877,519,542,51,68,208,709,1007,1204,870,1294,164,818,416,1634,479
"('OG_02219', 'Pocillopora_meandrina_HIv1___RNAseq.g6261.t1')",323,347,578,398,52,408,531,599,314,795,508,656,604,653,253,218,414,292,254,212,43,227,346,518,593,345,883,504,477,317,690,989
"('OG_15648', 'Pocillopora_meandrina_HIv1___RNAseq.g6296.t1')",11,33,0,0,0,0,4,14,0,17,6,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('OG_02190', 'Pocillopora_meandrina_HIv1___RNAseq.g6331.t2')",7937,1767,1341,1212,615,1637,4007,2866,2370,6358,3040,611,1335,1546,4164,6527,2039,4943,6617,1258,416,7029,2069,2748,2667,4124,1665,3675,4423,1308,2040,12252
"('OG_04372', 'Pocillopora_meandrina_HIv1___RNAseq.g25357.t1')",1073,466,180,298,53,141,433,599,151,147,563,196,579,616,137,240,574,167,196,94,42,335,480,697,792,290,918,135,397,152,780,609
"('OG_00752', 'Pocillopora_meandrina_HIv1___RNAseq.g14965.t1')",1249,867,346,552,51,410,1741,946,413,737,1119,78,759,943,2963,2032,844,2070,1958,187,31,2059,1019,1488,1451,2360,1419,402,1547,516,1108,1508
"('OG_18262', 'Pocillopora_meandrina_HIv1___RNAseq.g14970.t1a')",65,97,76,8,2,93,51,154,22,63,137,54,25,73,27,125,65,47,119,105,0,129,34,68,90,62,29,43,25,56,98,79
"('OG_18263', 'Pocillopora_meandrina_HIv1___RNAseq.g14971.t1')",105,24,6,29,0,35,57,52,28,7,37,14,26,132,0,3,101,35,10,80,0,0,22,29,41,24,21,0,91,23,34,39
"('OG_00842', 'Pocillopora_meandrina_HIv1___RNAseq.g12637.t1')",419,146,163,312,56,432,118,148,283,200,499,383,124,100,123,154,331,222,146,169,0,228,314,184,338,134,395,243,123,344,425,344
"('OG_00843', 'Pocillopora_meandrina_HIv1___RNAseq.g12638.t1')",204924,57672,59160,75654,15948,17546,45235,54732,22208,94623,95881,33002,53516,38499,91888,41680,64022,42827,51800,9984,5890,55887,63445,86379,92219,50078,104320,33563,92545,38597,85783,30720
"('OG_01023', 'Pocillopora_meandrina_HIv1___RNAseq.g4970.t1')",1290,2161,3071,1549,290,1189,257,4716,1725,257,713,670,1030,1330,997,1087,1736,459,564,99,150,1090,1355,2345,2157,1394,1459,501,1396,757,2823,512
"('OG_04115', 'Pocillopora_meandrina_HIv1___RNAseq.g9195.t1')",199,306,241,218,75,131,164,299,159,127,154,142,123,273,91,137,202,139,132,90,18,164,217,266,145,160,291,123,170,67,272,111
"('OG_17186', 'Pocillopora_meandrina_HIv1___RNAseq.g6387.t1')",0,0,0,1,0,0,35,15,11,1,0,0,2,0,4,10,6,9,5,5,5,1,0,0,0,0,0,2,0,0,0,7
"('OG_16862', 'Pocillopora_meandrina_HIv1___RNAseq.30927_t')",99,76,116,74,0,22,163,246,97,167,91,56,231,344,255,212,212,132,36,7,0,106,101,226,160,202,231,127,263,90,176,247
"('OG_14681', 'Pocillopora_meandrina_HIv1___TS.g17155.t1')",0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('OG_02408', 'Pocillopora_meandrina_HIv1___RNAseq.g6343.t1')",0,0,0,0,0,0,59,30,8,116,16,27,63,98,69,30,29,22,33,9,0,0,0,0,90,246,38,7,83,20,38,20
"('OG_14752', 'Pocillopora_meandrina_HIv1___RNAseq.g14996.t1')",0,7,0,0,0,0,5,0,0,0,0,0,0,0,14,2,5,0,10,8,0,2,0,0,6,9,4,0,0,6,0,0
"('OG_15604', 'Pocillopora_meandrina_HIv1___RNAseq.g27028.t1')",0,0,1,1,1,2,9,1,1,18,3,1,35,12,2,0,3,2,4,0,1,9,8,7,2,4,5,4,10,3,27,1
"('OG_05637', 'Pocillopora_meandrina_HIv1___RNAseq.g24106.t1')",0,0,22,27,3,15,3,5,0,8,67,8,15,14,67,92,155,36,58,88,0,25,0,0,23,39,78,25,35,120,79,40
"('OG_18325', 'Pocillopora_meandrina_HIv1___RNAseq.g24447.t1b')",0,0,1,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('OG_14206', 'Pocillopora_meandrina_HIv1___RNAseq.g21421.t1')",0,2,4,2,0,0,1,2,1,21,15,10,3,5,1,3,12,6,12,0,0,0,0,1,3,4,19,0,1,2,3,2
"('OG_00643', 'Pocillopora_meandrina_HIv1___RNAseq.g29129.t1')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,73,56,66,0,16,0,0,0,0,5,0,2,0,9,0,0,0
"('OG_15655', 'Pocillopora_meandrina_HIv1___RNAseq.g28813.t1b')",0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,0,0,0,0,0,0,0,0,0,18,0,26,3,0,0,0,20
"('OG_15283', 'Pocillopora_meandrina_HIv1___RNAseq.g26200.t1')",0,0,0,0,0,1961,0,6,0,2,0,0,0,0,0,0,0,122,0,361,0,0,6,95,4,0,20,1425,0,0,19,18096
"('OG_17453', 'Pocillopora_meandrina_HIv1___RNAseq.g12930.t1')",0,0,0,0,0,0,15,13,8,0,0,0,0,0,11,12,4,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"('OG_14763', 'Pocillopora_meandrina_HIv1___RNAseq.g13186.t1')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
